,0
10887,1527095361.87
10888,1527095361.88
10889,1527095361.89
10890,1527095361.9
10891,1527095361.91
10892,1527095361.92
10893,1527095361.93
10894,1527095361.94
10895,1527095361.95
10896,1527095361.96
10897,1527095361.97
10898,1527095361.98
10899,1527095361.99
10900,1527095362.0
10901,1527095362.01
10902,1527095362.02
10903,1527095362.03
10904,1527095362.04
10905,1527095362.05
10906,1527095362.06
10907,1527095362.07
10908,1527095362.08
10909,1527095362.09
10910,1527095362.1
10911,1527095362.11
10912,1527095362.12
10913,1527095362.13
10914,1527095362.14
10915,1527095362.15
10916,1527095362.16
10917,1527095362.17
10918,1527095362.18
10919,1527095362.19
10920,1527095362.2
10921,1527095362.21
10922,1527095362.22
10923,1527095362.23
10924,1527095362.24
10925,1527095362.25
10926,1527095362.26
10927,1527095362.27
10928,1527095362.28
10929,1527095362.29
10930,1527095362.3
10931,1527095362.31
10932,1527095362.32
10933,1527095362.33
10934,1527095362.34
10935,1527095362.35
10936,1527095362.36
10937,1527095362.37
10938,1527095362.38
10939,1527095362.39
10940,1527095362.4
10941,1527095362.41
10942,1527095362.42
10943,1527095362.43
10944,1527095362.44
10945,1527095362.45
10946,1527095362.46
10947,1527095362.47
10948,1527095362.48
10949,1527095362.49
10950,1527095362.5
10951,1527095362.51
10952,1527095362.52
10953,1527095362.53
10954,1527095362.54
10955,1527095362.55
10956,1527095362.56
10957,1527095362.57
10958,1527095362.58
10959,1527095362.59
10960,1527095362.6
10961,1527095362.61
10962,1527095362.62
10963,1527095362.63
10964,1527095362.64
10965,1527095362.65
10966,1527095362.66
10967,1527095362.67
10968,1527095362.68
10969,1527095362.69
10970,1527095362.7
10971,1527095362.71
10972,1527095362.72
10973,1527095362.73
10974,1527095362.74
10975,1527095362.75
10976,1527095362.76
10977,1527095362.77
10978,1527095362.78
10979,1527095362.79
10980,1527095362.8
10981,1527095362.81
10982,1527095362.82
10983,1527095362.83
10984,1527095362.84
10985,1527095362.85
10986,1527095362.86
10987,1527095362.87
10988,1527095362.88
10989,1527095362.89
10990,1527095362.9
10991,1527095362.91
10992,1527095362.92
10993,1527095362.93
10994,1527095362.94
10995,1527095362.95
10996,1527095362.96
10997,1527095362.97
10998,1527095362.98
10999,1527095362.99
11000,1527095363.0
11001,1527095363.01
11002,1527095363.02
11003,1527095363.03
11004,1527095363.04
11005,1527095363.05
11006,1527095363.06
11007,1527095363.07
11008,1527095363.08
11009,1527095363.09
11010,1527095363.1
11011,1527095363.11
11012,1527095363.12
11013,1527095363.13
11014,1527095363.14
11015,1527095363.15
11016,1527095363.16
11017,1527095363.17
11018,1527095363.18
11019,1527095363.19
11020,1527095363.2
11021,1527095363.21
11022,1527095363.22
11023,1527095363.23
11024,1527095363.24
11025,1527095363.25
11026,1527095363.26
11027,1527095363.27
11028,1527095363.28
11029,1527095363.29
11030,1527095363.3
11031,1527095363.31
11032,1527095363.32
11033,1527095363.33
11034,1527095363.34
11035,1527095363.35
11036,1527095363.36
11037,1527095363.37
11038,1527095363.38
11039,1527095363.39
11040,1527095363.4
11041,1527095363.41
11042,1527095363.42
11043,1527095363.43
11044,1527095363.44
11045,1527095363.45
11046,1527095363.46
11047,1527095363.47
11048,1527095363.48
11049,1527095363.49
11050,1527095363.5
11051,1527095363.51
11052,1527095363.52
11053,1527095363.53
11054,1527095363.54
11055,1527095363.55
11056,1527095363.56
11057,1527095363.57
11058,1527095363.58
11059,1527095363.59
11060,1527095363.6
11061,1527095363.61
11062,1527095363.62
11063,1527095363.63
11064,1527095363.64
11065,1527095363.65
11066,1527095363.66
11067,1527095363.67
11068,1527095363.68
11069,1527095363.69
11070,1527095363.7
11071,1527095363.71
11072,1527095363.72
11073,1527095363.73
11074,1527095363.74
11075,1527095363.75
11076,1527095363.76
11077,1527095363.77
11078,1527095363.78
11079,1527095363.79
11080,1527095363.8
11081,1527095363.81
11082,1527095363.82
11083,1527095363.83
11084,1527095363.84
11085,1527095363.85
11086,1527095363.86
11087,1527095363.87
11088,1527095363.88
11089,1527095363.89
11090,1527095363.9
11091,1527095363.91
11092,1527095363.92
11093,1527095363.93
11094,1527095363.94
11095,1527095363.95
11096,1527095363.96
11097,1527095363.97
11098,1527095363.98
11099,1527095363.99
11100,1527095364.0
11101,1527095364.01
11102,1527095364.02
11103,1527095364.03
11104,1527095364.04
11105,1527095364.05
11106,1527095364.06
11107,1527095364.07
11108,1527095364.08
11109,1527095364.09
11110,1527095364.1
11111,1527095364.11
11112,1527095364.12
11113,1527095364.13
11114,1527095364.14
11115,1527095364.15
11116,1527095364.16
11117,1527095364.17
11118,1527095364.18
11119,1527095364.19
11120,1527095364.2
11121,1527095364.21
11122,1527095364.22
11123,1527095364.23
11124,1527095364.24
11125,1527095364.25
11126,1527095364.26
11127,1527095364.27
11128,1527095364.28
11129,1527095364.29
11130,1527095364.3
11131,1527095364.31
11132,1527095364.32
11133,1527095364.33
11134,1527095364.34
11135,1527095364.35
11136,1527095364.36
11137,1527095364.37
11138,1527095364.38
11139,1527095364.39
11140,1527095364.4
11141,1527095364.41
11142,1527095364.42
11143,1527095364.43
11144,1527095364.44
11145,1527095364.45
11146,1527095364.46
11147,1527095364.47
11148,1527095364.48
11149,1527095364.49
11150,1527095364.5
11151,1527095364.51
11152,1527095364.52
11153,1527095364.53
11154,1527095364.54
11155,1527095364.55
11156,1527095364.56
11157,1527095364.57
11158,1527095364.58
11159,1527095364.59
11160,1527095364.6
11161,1527095364.61
11162,1527095364.62
11163,1527095364.63
11164,1527095364.64
11165,1527095364.65
11166,1527095364.66
11167,1527095364.67
11168,1527095364.68
11169,1527095364.69
11170,1527095364.7
11171,1527095364.71
11172,1527095364.72
11173,1527095364.73
11174,1527095364.74
11175,1527095364.75
11176,1527095364.76
11177,1527095364.77
11178,1527095364.78
11179,1527095364.79
11180,1527095364.8
11181,1527095364.81
11182,1527095364.82
11183,1527095364.83
11184,1527095364.84
11185,1527095364.85
11186,1527095364.86
11187,1527095364.87
11188,1527095364.88
11189,1527095364.89
11190,1527095364.9
11191,1527095364.91
11192,1527095364.92
11193,1527095364.93
11194,1527095364.94
11195,1527095364.95
11196,1527095364.96
11197,1527095364.97
11198,1527095364.98
11199,1527095364.99
11200,1527095365.0
11201,1527095365.01
11202,1527095365.02
11203,1527095365.03
11204,1527095365.04
11205,1527095365.05
11206,1527095365.06
11207,1527095365.07
11208,1527095365.08
11209,1527095365.09
11210,1527095365.1
11211,1527095365.11
11212,1527095365.12
11213,1527095365.13
11214,1527095365.14
11215,1527095365.15
11216,1527095365.16
11217,1527095365.17
11218,1527095365.18
11219,1527095365.19
11220,1527095365.2
11221,1527095365.21
11222,1527095365.22
11223,1527095365.23
11224,1527095365.24
11225,1527095365.25
11226,1527095365.26
11227,1527095365.27
11228,1527095365.28
11229,1527095365.29
11230,1527095365.3
11231,1527095365.31
11232,1527095365.32
11233,1527095365.33
11234,1527095365.34
11235,1527095365.35
11236,1527095365.36
11237,1527095365.37
11238,1527095365.38
11239,1527095365.39
11240,1527095365.4
11241,1527095365.41
11242,1527095365.42
11243,1527095365.43
11244,1527095365.44
11245,1527095365.45
11246,1527095365.46
11247,1527095365.47
11248,1527095365.48
11249,1527095365.49
11250,1527095365.5
11251,1527095365.51
11252,1527095365.52
11253,1527095365.53
11254,1527095365.54
11255,1527095365.55
11256,1527095365.56
11257,1527095365.57
11258,1527095365.58
11259,1527095365.59
11260,1527095365.6
11261,1527095365.61
11262,1527095365.62
11263,1527095365.63
11264,1527095365.64
11265,1527095365.65
11266,1527095365.66
11267,1527095365.67
11268,1527095365.68
11269,1527095365.69
11270,1527095365.7
11271,1527095365.71
11272,1527095365.72
11273,1527095365.73
11274,1527095365.74
11275,1527095365.75
11276,1527095365.76
11277,1527095365.77
11278,1527095365.78
11279,1527095365.79
11280,1527095365.8
11281,1527095365.81
11282,1527095365.82
11283,1527095365.83
11284,1527095365.84
11285,1527095365.85
11286,1527095365.86
11287,1527095365.87
11288,1527095365.88
11289,1527095365.89
11290,1527095365.9
11291,1527095365.91
11292,1527095365.92
11293,1527095365.93
11294,1527095365.94
11295,1527095365.95
11296,1527095365.96
11297,1527095365.97
11298,1527095365.98
11299,1527095365.99
11300,1527095366.0
11301,1527095366.01
11302,1527095366.02
11303,1527095366.03
11304,1527095366.04
11305,1527095366.05
11306,1527095366.06
11307,1527095366.07
11308,1527095366.08
11309,1527095366.09
11310,1527095366.1
11311,1527095366.11
11312,1527095366.12
11313,1527095366.13
11314,1527095366.14
11315,1527095366.15
11316,1527095366.16
11317,1527095366.17
11318,1527095366.18
11319,1527095366.19
11320,1527095366.2
11321,1527095366.21
11322,1527095366.22
11323,1527095366.23
11324,1527095366.24
11325,1527095366.25
11326,1527095366.26
11327,1527095366.27
11328,1527095366.28
11329,1527095366.29
11330,1527095366.3
11331,1527095366.31
11332,1527095366.32
11333,1527095366.33
11334,1527095366.34
11335,1527095366.35
11336,1527095366.36
11337,1527095366.37
11338,1527095366.38
11339,1527095366.39
11340,1527095366.4
11341,1527095366.41
11342,1527095366.42
11343,1527095366.43
11344,1527095366.44
11345,1527095366.45
11346,1527095366.46
11347,1527095366.47
11348,1527095366.48
11349,1527095366.49
11350,1527095366.5
11351,1527095366.51
11352,1527095366.52
11353,1527095366.53
11354,1527095366.54
11355,1527095366.55
11356,1527095366.56
11357,1527095366.57
11358,1527095366.58
11359,1527095366.59
11360,1527095366.6
11361,1527095366.61
11362,1527095366.62
11363,1527095366.63
11364,1527095366.64
11365,1527095366.65
11366,1527095366.66
11367,1527095366.67
11368,1527095366.68
11369,1527095366.69
11370,1527095366.7
11371,1527095366.71
11372,1527095366.72
11373,1527095366.73
11374,1527095366.74
11375,1527095366.75
11376,1527095366.76
11377,1527095366.77
11378,1527095366.78
11379,1527095366.79
11380,1527095366.8
11381,1527095366.81
11382,1527095366.82
11383,1527095366.83
11384,1527095366.84
11385,1527095366.85
11386,1527095366.86
11387,1527095366.87
11388,1527095366.88
11389,1527095366.89
11390,1527095366.9
11391,1527095366.91
11392,1527095366.92
11393,1527095366.93
11394,1527095366.94
11395,1527095366.95
11396,1527095366.96
11397,1527095366.97
11398,1527095366.98
11399,1527095366.99
11400,1527095367.0
11401,1527095367.01
11402,1527095367.02
11403,1527095367.03
11404,1527095367.04
11405,1527095367.05
11406,1527095367.06
11407,1527095367.07
11408,1527095367.08
11409,1527095367.09
11410,1527095367.1
11411,1527095367.11
11412,1527095367.12
11413,1527095367.13
11414,1527095367.14
11415,1527095367.15
11416,1527095367.16
11417,1527095367.17
11418,1527095367.18
11419,1527095367.19
11420,1527095367.2
11421,1527095367.21
11422,1527095367.22
11423,1527095367.23
11424,1527095367.24
11425,1527095367.25
11426,1527095367.26
11427,1527095367.27
11428,1527095367.28
11429,1527095367.29
11430,1527095367.3
11431,1527095367.31
11432,1527095367.32
11433,1527095367.33
11434,1527095367.34
11435,1527095367.35
11436,1527095367.36
11437,1527095367.37
11438,1527095367.38
11439,1527095367.39
11440,1527095367.4
11441,1527095367.41
11442,1527095367.42
11443,1527095367.43
11444,1527095367.44
11445,1527095367.45
11446,1527095367.46
11447,1527095367.47
11448,1527095367.48
11449,1527095367.49
11450,1527095367.5
11451,1527095367.51
11452,1527095367.52
11453,1527095367.53
11454,1527095367.54
11455,1527095367.55
11456,1527095367.56
11457,1527095367.57
11458,1527095367.58
11459,1527095367.59
11460,1527095367.6
11461,1527095367.61
11462,1527095367.62
11463,1527095367.63
11464,1527095367.64
11465,1527095367.65
11466,1527095367.66
11467,1527095367.67
11468,1527095367.68
11469,1527095367.69
11470,1527095367.7
11471,1527095367.71
11472,1527095367.72
11473,1527095367.73
11474,1527095367.74
11475,1527095367.75
11476,1527095367.76
11477,1527095367.77
11478,1527095367.78
11479,1527095367.79
11480,1527095367.8
11481,1527095367.81
11482,1527095367.82
11483,1527095367.83
11484,1527095367.84
11485,1527095367.85
11486,1527095367.86
11487,1527095367.87
11488,1527095367.88
11489,1527095367.89
11490,1527095367.9
11491,1527095367.91
11492,1527095367.92
11493,1527095367.93
11494,1527095367.94
11495,1527095367.95
11496,1527095367.96
11497,1527095367.97
11498,1527095367.98
11499,1527095367.99
11500,1527095368.0
11501,1527095368.01
11502,1527095368.02
11503,1527095368.03
11504,1527095368.04
11505,1527095368.05
11506,1527095368.06
11507,1527095368.07
11508,1527095368.08
11509,1527095368.09
11510,1527095368.1
11511,1527095368.11
11512,1527095368.12
11513,1527095368.13
11514,1527095368.14
11515,1527095368.15
11516,1527095368.16
11517,1527095368.17
11518,1527095368.18
11519,1527095368.19
11520,1527095368.2
11521,1527095368.21
11522,1527095368.22
11523,1527095368.23
11524,1527095368.24
11525,1527095368.25
11526,1527095368.26
11527,1527095368.27
11528,1527095368.28
11529,1527095368.29
11530,1527095368.3
11531,1527095368.31
11532,1527095368.32
11533,1527095368.33
11534,1527095368.34
11535,1527095368.35
11536,1527095368.36
11537,1527095368.37
11538,1527095368.38
11539,1527095368.39
11540,1527095368.4
11541,1527095368.41
11542,1527095368.42
11543,1527095368.43
11544,1527095368.44
11545,1527095368.45
11546,1527095368.46
11547,1527095368.47
11548,1527095368.48
11549,1527095368.49
11550,1527095368.5
11551,1527095368.51
11552,1527095368.52
11553,1527095368.53
11554,1527095368.54
11555,1527095368.55
11556,1527095368.56
11557,1527095368.57
11558,1527095368.58
11559,1527095368.59
11560,1527095368.6
11561,1527095368.61
11562,1527095368.62
11563,1527095368.63
11564,1527095368.64
11565,1527095368.65
11566,1527095368.66
11567,1527095368.67
11568,1527095368.68
11569,1527095368.69
11570,1527095368.7
11571,1527095368.71
11572,1527095368.72
11573,1527095368.73
11574,1527095368.74
11575,1527095368.75
11576,1527095368.76
11577,1527095368.77
11578,1527095368.78
11579,1527095368.79
11580,1527095368.8
11581,1527095368.81
11582,1527095368.82
11583,1527095368.83
11584,1527095368.84
11585,1527095368.85
11586,1527095368.86
11587,1527095368.87
11588,1527095368.88
11589,1527095368.89
11590,1527095368.9
11591,1527095368.91
11592,1527095368.92
11593,1527095368.93
11594,1527095368.94
11595,1527095368.95
11596,1527095368.96
11597,1527095368.97
11598,1527095368.98
11599,1527095368.99
11600,1527095369.0
11601,1527095369.01
11602,1527095369.02
11603,1527095369.03
11604,1527095369.04
11605,1527095369.05
11606,1527095369.06
11607,1527095369.07
11608,1527095369.08
11609,1527095369.09
11610,1527095369.1
11611,1527095369.11
11612,1527095369.12
11613,1527095369.13
11614,1527095369.14
11615,1527095369.15
11616,1527095369.16
11617,1527095369.17
11618,1527095369.18
11619,1527095369.19
11620,1527095369.2
11621,1527095369.21
11622,1527095369.22
11623,1527095369.23
11624,1527095369.24
11625,1527095369.25
11626,1527095369.26
11627,1527095369.27
11628,1527095369.28
11629,1527095369.29
11630,1527095369.3
11631,1527095369.31
11632,1527095369.32
11633,1527095369.33
11634,1527095369.34
11635,1527095369.35
11636,1527095369.36
11637,1527095369.37
11638,1527095369.38
11639,1527095369.39
11640,1527095369.4
11641,1527095369.41
11642,1527095369.42
11643,1527095369.43
11644,1527095369.44
11645,1527095369.45
11646,1527095369.46
11647,1527095369.47
11648,1527095369.48
11649,1527095369.49
11650,1527095369.5
11651,1527095369.51
11652,1527095369.52
11653,1527095369.53
11654,1527095369.54
11655,1527095369.55
11656,1527095369.56
11657,1527095369.57
11658,1527095369.58
11659,1527095369.59
11660,1527095369.6
11661,1527095369.61
11662,1527095369.62
11663,1527095369.63
11664,1527095369.64
11665,1527095369.65
11666,1527095369.66
11667,1527095369.67
11668,1527095369.68
11669,1527095369.69
11670,1527095369.7
11671,1527095369.71
11672,1527095369.72
11673,1527095369.73
11674,1527095369.74
11675,1527095369.75
11676,1527095369.76
11677,1527095369.77
11678,1527095369.78
11679,1527095369.79
11680,1527095369.8
11681,1527095369.81
11682,1527095369.82
11683,1527095369.83
11684,1527095369.84
11685,1527095369.85
11686,1527095369.86
11687,1527095369.87
11688,1527095369.88
11689,1527095369.89
11690,1527095369.9
11691,1527095369.91
11692,1527095369.92
11693,1527095369.93
11694,1527095369.94
11695,1527095369.95
11696,1527095369.96
11697,1527095369.97
11698,1527095369.98
11699,1527095369.99
11700,1527095370.0
11701,1527095370.01
11702,1527095370.02
11703,1527095370.03
11704,1527095370.04
11705,1527095370.05
11706,1527095370.06
11707,1527095370.07
11708,1527095370.08
11709,1527095370.09
11710,1527095370.1
11711,1527095370.11
11712,1527095370.12
11713,1527095370.13
11714,1527095370.14
11715,1527095370.15
11716,1527095370.16
11717,1527095370.17
11718,1527095370.18
11719,1527095370.19
11720,1527095370.2
11721,1527095370.21
11722,1527095370.22
11723,1527095370.23
11724,1527095370.24
11725,1527095370.25
11726,1527095370.26
11727,1527095370.27
11728,1527095370.28
11729,1527095370.29
11730,1527095370.3
11731,1527095370.31
11732,1527095370.32
11733,1527095370.33
11734,1527095370.34
11735,1527095370.35
11736,1527095370.36
11737,1527095370.37
11738,1527095370.38
11739,1527095370.39
11740,1527095370.4
11741,1527095370.41
11742,1527095370.42
11743,1527095370.43
11744,1527095370.44
11745,1527095370.45
11746,1527095370.46
11747,1527095370.47
11748,1527095370.48
11749,1527095370.49
11750,1527095370.5
11751,1527095370.51
11752,1527095370.52
11753,1527095370.53
11754,1527095370.54
11755,1527095370.55
11756,1527095370.56
11757,1527095370.57
11758,1527095370.58
11759,1527095370.59
11760,1527095370.6
11761,1527095370.61
11762,1527095370.62
11763,1527095370.63
11764,1527095370.64
11765,1527095370.65
11766,1527095370.66
11767,1527095370.67
11768,1527095370.68
11769,1527095370.69
11770,1527095370.7
11771,1527095370.71
11772,1527095370.72
11773,1527095370.73
11774,1527095370.74
11775,1527095370.75
11776,1527095370.76
11777,1527095370.77
11778,1527095370.78
11779,1527095370.79
11780,1527095370.8
11781,1527095370.81
11782,1527095370.82
11783,1527095370.83
11784,1527095370.84
11785,1527095370.85
11786,1527095370.86
11787,1527095370.87
11788,1527095370.88
11789,1527095370.89
11790,1527095370.9
11791,1527095370.91
11792,1527095370.92
11793,1527095370.93
11794,1527095370.94
11795,1527095370.95
11796,1527095370.96
11797,1527095370.97
11798,1527095370.98
11799,1527095370.99
11800,1527095371.0
11801,1527095371.01
11802,1527095371.02
11803,1527095371.03
11804,1527095371.04
11805,1527095371.05
11806,1527095371.06
11807,1527095371.07
11808,1527095371.08
11809,1527095371.09
11810,1527095371.1
11811,1527095371.11
11812,1527095371.12
11813,1527095371.13
11814,1527095371.14
11815,1527095371.15
11816,1527095371.16
11817,1527095371.17
11818,1527095371.18
11819,1527095371.19
11820,1527095371.2
11821,1527095371.21
11822,1527095371.22
11823,1527095371.23
11824,1527095371.24
11825,1527095371.25
11826,1527095371.26
11827,1527095371.27
11828,1527095371.28
11829,1527095371.29
11830,1527095371.3
11831,1527095371.31
11832,1527095371.32
11833,1527095371.33
11834,1527095371.34
11835,1527095371.35
11836,1527095371.36
11837,1527095371.37
11838,1527095371.38
11839,1527095371.39
11840,1527095371.4
11841,1527095371.41
11842,1527095371.42
11843,1527095371.43
11844,1527095371.44
11845,1527095371.45
11846,1527095371.46
11847,1527095371.47
11848,1527095371.48
11849,1527095371.49
11850,1527095371.5
11851,1527095371.51
11852,1527095371.52
11853,1527095371.53
11854,1527095371.54
11855,1527095371.55
11856,1527095371.56
11857,1527095371.57
11858,1527095371.58
11859,1527095371.59
11860,1527095371.6
11861,1527095371.61
11862,1527095371.62
11863,1527095371.63
11864,1527095371.64
11865,1527095371.65
11866,1527095371.66
11867,1527095371.67
11868,1527095371.68
11869,1527095371.69
11870,1527095371.7
11871,1527095371.71
11872,1527095371.72
11873,1527095371.73
11874,1527095371.74
11875,1527095371.75
11876,1527095371.76
11877,1527095371.77
11878,1527095371.78
11879,1527095371.79
11880,1527095371.8
11881,1527095371.81
11882,1527095371.82
11883,1527095371.83
11884,1527095371.84
11885,1527095371.85
11886,1527095371.86
11887,1527095371.87
11888,1527095371.88
11889,1527095371.89
11890,1527095371.9
11891,1527095371.91
11892,1527095371.92
11893,1527095371.93
11894,1527095371.94
11895,1527095371.95
11896,1527095371.96
11897,1527095371.97
11898,1527095371.98
11899,1527095371.99
11900,1527095372.0
11901,1527095372.01
11902,1527095372.02
11903,1527095372.03
11904,1527095372.04
11905,1527095372.05
11906,1527095372.06
11907,1527095372.07
11908,1527095372.08
11909,1527095372.09
11910,1527095372.1
11911,1527095372.11
11912,1527095372.12
11913,1527095372.13
11914,1527095372.14
11915,1527095372.15
11916,1527095372.16
11917,1527095372.17
11918,1527095372.18
11919,1527095372.19
11920,1527095372.2
11921,1527095372.21
11922,1527095372.22
11923,1527095372.23
11924,1527095372.24
11925,1527095372.25
11926,1527095372.26
11927,1527095372.27
11928,1527095372.28
11929,1527095372.29
11930,1527095372.3
11931,1527095372.31
11932,1527095372.32
11933,1527095372.33
11934,1527095372.34
11935,1527095372.35
11936,1527095372.36
11937,1527095372.37
11938,1527095372.38
11939,1527095372.39
11940,1527095372.4
11941,1527095372.41
11942,1527095372.42
11943,1527095372.43
11944,1527095372.44
11945,1527095372.45
11946,1527095372.46
11947,1527095372.47
11948,1527095372.48
11949,1527095372.49
11950,1527095372.5
11951,1527095372.51
11952,1527095372.52
11953,1527095372.53
11954,1527095372.54
11955,1527095372.55
11956,1527095372.56
11957,1527095372.57
11958,1527095372.58
11959,1527095372.59
11960,1527095372.6
11961,1527095372.61
11962,1527095372.62
11963,1527095372.63
11964,1527095372.64
11965,1527095372.65
11966,1527095372.66
11967,1527095372.67
11968,1527095372.68
11969,1527095372.69
11970,1527095372.7
11971,1527095372.71
11972,1527095372.72
11973,1527095372.73
11974,1527095372.74
11975,1527095372.75
11976,1527095372.76
11977,1527095372.77
11978,1527095372.78
11979,1527095372.79
11980,1527095372.8
11981,1527095372.81
11982,1527095372.82
11983,1527095372.83
11984,1527095372.84
11985,1527095372.85
11986,1527095372.86
11987,1527095372.87
11988,1527095372.88
11989,1527095372.89
11990,1527095372.9
11991,1527095372.91
11992,1527095372.92
11993,1527095372.93
11994,1527095372.94
11995,1527095372.95
11996,1527095372.96
11997,1527095372.97
11998,1527095372.98
11999,1527095372.99
12000,1527095373.0
12001,1527095373.01
12002,1527095373.02
12003,1527095373.03
12004,1527095373.04
12005,1527095373.05
12006,1527095373.06
12007,1527095373.07
12008,1527095373.08
12009,1527095373.09
12010,1527095373.1
12011,1527095373.11
12012,1527095373.12
12013,1527095373.13
12014,1527095373.14
12015,1527095373.15
12016,1527095373.16
12017,1527095373.17
12018,1527095373.18
12019,1527095373.19
12020,1527095373.2
12021,1527095373.21
12022,1527095373.22
12023,1527095373.23
12024,1527095373.24
12025,1527095373.25
12026,1527095373.26
12027,1527095373.27
12028,1527095373.28
12029,1527095373.29
12030,1527095373.3
12031,1527095373.31
12032,1527095373.32
12033,1527095373.33
12034,1527095373.34
12035,1527095373.35
12036,1527095373.36
12037,1527095373.37
12038,1527095373.38
12039,1527095373.39
12040,1527095373.4
12041,1527095373.41
12042,1527095373.42
12043,1527095373.43
12044,1527095373.44
12045,1527095373.45
12046,1527095373.46
12047,1527095373.47
12048,1527095373.48
12049,1527095373.49
12050,1527095373.5
12051,1527095373.51
12052,1527095373.52
12053,1527095373.53
12054,1527095373.54
12055,1527095373.55
12056,1527095373.56
12057,1527095373.57
12058,1527095373.58
12059,1527095373.59
12060,1527095373.6
12061,1527095373.61
12062,1527095373.62
12063,1527095373.63
12064,1527095373.64
12065,1527095373.65
12066,1527095373.66
12067,1527095373.67
12068,1527095373.68
12069,1527095373.69
12070,1527095373.7
12071,1527095373.71
12072,1527095373.72
12073,1527095373.73
12074,1527095373.74
12075,1527095373.75
12076,1527095373.76
12077,1527095373.77
12078,1527095373.78
12079,1527095373.79
12080,1527095373.8
12081,1527095373.81
12082,1527095373.82
12083,1527095373.83
12084,1527095373.84
12085,1527095373.85
12086,1527095373.86
12087,1527095373.87
12088,1527095373.88
12089,1527095373.89
12090,1527095373.9
12091,1527095373.91
12092,1527095373.92
12093,1527095373.93
12094,1527095373.94
12095,1527095373.95
12096,1527095373.96
12097,1527095373.97
12098,1527095373.98
12099,1527095373.99
12100,1527095374.0
12101,1527095374.01
12102,1527095374.02
12103,1527095374.03
12104,1527095374.04
12105,1527095374.05
12106,1527095374.06
12107,1527095374.07
12108,1527095374.08
12109,1527095374.09
12110,1527095374.1
12111,1527095374.11
12112,1527095374.12
12113,1527095374.13
12114,1527095374.14
12115,1527095374.15
12116,1527095374.16
12117,1527095374.17
12118,1527095374.18
12119,1527095374.19
12120,1527095374.2
12121,1527095374.21
12122,1527095374.22
12123,1527095374.23
12124,1527095374.24
12125,1527095374.25
12126,1527095374.26
12127,1527095374.27
12128,1527095374.28
12129,1527095374.29
12130,1527095374.3
12131,1527095374.31
12132,1527095374.32
12133,1527095374.33
12134,1527095374.34
12135,1527095374.35
12136,1527095374.36
12137,1527095374.37
12138,1527095374.38
12139,1527095374.39
12140,1527095374.4
12141,1527095374.41
12142,1527095374.42
12143,1527095374.43
12144,1527095374.44
12145,1527095374.45
12146,1527095374.46
12147,1527095374.47
12148,1527095374.48
12149,1527095374.49
12150,1527095374.5
12151,1527095374.51
12152,1527095374.52
12153,1527095374.53
12154,1527095374.54
12155,1527095374.55
12156,1527095374.56
12157,1527095374.57
12158,1527095374.58
12159,1527095374.59
12160,1527095374.6
12161,1527095374.61
12162,1527095374.62
12163,1527095374.63
12164,1527095374.64
12165,1527095374.65
12166,1527095374.66
12167,1527095374.67
12168,1527095374.68
12169,1527095374.69
12170,1527095374.7
12171,1527095374.71
12172,1527095374.72
12173,1527095374.73
12174,1527095374.74
12175,1527095374.75
12176,1527095374.76
12177,1527095374.77
12178,1527095374.78
12179,1527095374.79
12180,1527095374.8
12181,1527095374.81
12182,1527095374.82
12183,1527095374.83
12184,1527095374.84
12185,1527095374.85
12186,1527095374.86
12187,1527095374.87
12188,1527095374.88
12189,1527095374.89
12190,1527095374.9
12191,1527095374.91
12192,1527095374.92
12193,1527095374.93
12194,1527095374.94
12195,1527095374.95
12196,1527095374.96
12197,1527095374.97
12198,1527095374.98
12199,1527095374.99
12200,1527095375.0
12201,1527095375.01
12202,1527095375.02
12203,1527095375.03
12204,1527095375.04
12205,1527095375.05
12206,1527095375.06
12207,1527095375.07
12208,1527095375.08
12209,1527095375.09
12210,1527095375.1
12211,1527095375.11
12212,1527095375.12
12213,1527095375.13
12214,1527095375.14
12215,1527095375.15
12216,1527095375.16
12217,1527095375.17
12218,1527095375.18
12219,1527095375.19
12220,1527095375.2
12221,1527095375.21
12222,1527095375.22
12223,1527095375.23
12224,1527095375.24
12225,1527095375.25
12226,1527095375.26
12227,1527095375.27
12228,1527095375.28
12229,1527095375.29
12230,1527095375.3
12231,1527095375.31
12232,1527095375.32
12233,1527095375.33
12234,1527095375.34
12235,1527095375.35
12236,1527095375.36
12237,1527095375.37
12238,1527095375.38
12239,1527095375.39
12240,1527095375.4
12241,1527095375.41
12242,1527095375.42
12243,1527095375.43
12244,1527095375.44
12245,1527095375.45
12246,1527095375.46
12247,1527095375.47
12248,1527095375.48
12249,1527095375.49
12250,1527095375.5
12251,1527095375.51
12252,1527095375.52
12253,1527095375.53
12254,1527095375.54
12255,1527095375.55
12256,1527095375.56
12257,1527095375.57
12258,1527095375.58
12259,1527095375.59
12260,1527095375.6
12261,1527095375.61
12262,1527095375.62
12263,1527095375.63
12264,1527095375.64
12265,1527095375.65
12266,1527095375.66
12267,1527095375.67
12268,1527095375.68
12269,1527095375.69
12270,1527095375.7
12271,1527095375.71
12272,1527095375.72
12273,1527095375.73
12274,1527095375.74
12275,1527095375.75
12276,1527095375.76
12277,1527095375.77
12278,1527095375.78
12279,1527095375.79
12280,1527095375.8
12281,1527095375.81
12282,1527095375.82
12283,1527095375.83
12284,1527095375.84
12285,1527095375.85
